instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_bin,temp_bin,hum_bin,windspeed_bin,cnt_bin
5661,2011-08-29,Fall,0,Aug,7,0,Mon,1,Clear,24.599999999999998,30.305,60.0,15.001299999999999,11,273,284,Pagi,Hangat,Sedang,Kencang,Tinggi
5662,2011-08-29,Fall,0,Aug,8,0,Mon,1,Clear,25.419999999999998,31.06,56.99999999999999,16.997899999999998,20,384,404,Pagi,Hangat,Sedang,Kencang,Tinggi
5663,2011-08-29,Fall,0,Aug,9,0,Mon,1,Clear,25.419999999999998,31.06,53.0,16.997899999999998,22,166,188,Pagi,Hangat,Sedang,Kencang,Tinggi
5664,2011-08-29,Fall,0,Aug,10,0,Mon,1,Clear,27.060000000000002,31.06,47.0,15.001299999999999,42,73,115,Pagi,Hangat,Rendah,Kencang,Tinggi
5665,2011-08-29,Fall,0,Aug,11,0,Mon,1,Clear,27.060000000000002,31.06,47.0,11.0014,38,100,138,Pagi,Hangat,Rendah,Sedang,Tinggi
5666,2011-08-29,Fall,0,Aug,12,0,Mon,1,Mist,27.880000000000003,31.819999999999997,44.0,11.0014,48,159,207,Siang,Hangat,Rendah,Sedang,Tinggi
5667,2011-08-29,Fall,0,Aug,13,0,Mon,1,Mist,28.7,31.819999999999997,39.0,0.0,48,170,218,Siang,Hangat,Rendah,Tenang,Tinggi
5668,2011-08-29,Fall,0,Aug,14,0,Mon,1,Clear,28.7,31.819999999999997,42.0,0.0,55,127,182,Siang,Hangat,Rendah,Tenang,Tinggi
5669,2011-08-29,Fall,0,Aug,15,0,Mon,1,Clear,28.7,31.819999999999997,42.0,11.0014,56,164,220,Siang,Hangat,Rendah,Sedang,Tinggi
5670,2011-08-29,Fall,0,Aug,16,0,Mon,1,Clear,29.52,32.574999999999996,42.0,11.0014,56,226,282,Siang,Hangat,Rendah,Sedang,Tinggi
5671,2011-08-29,Fall,0,Aug,17,0,Mon,1,Mist,28.7,31.819999999999997,47.0,15.001299999999999,67,524,591,Siang,Hangat,Rendah,Kencang,Tinggi
5672,2011-08-29,Fall,0,Aug,18,0,Mon,1,Clear,27.060000000000002,31.06,47.0,16.997899999999998,60,487,547,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
5673,2011-08-29,Fall,0,Aug,19,0,Mon,1,Clear,27.060000000000002,31.06,47.0,16.997899999999998,50,317,367,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
5674,2011-08-29,Fall,0,Aug,20,0,Mon,1,Clear,26.240000000000002,31.06,53.0,11.0014,50,227,277,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5675,2011-08-29,Fall,0,Aug,21,0,Mon,1,Clear,26.240000000000002,31.06,53.0,12.998000000000001,34,168,202,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5676,2011-08-29,Fall,0,Aug,22,0,Mon,1,Clear,25.419999999999998,31.06,56.99999999999999,8.9981,23,119,142,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5677,2011-08-29,Fall,0,Aug,23,0,Mon,1,Clear,24.599999999999998,30.305,60.0,6.0032,19,56,75,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5678,2011-08-30,Fall,0,Aug,0,0,Tue,1,Clear,22.96,26.515,73.0,8.9981,10,17,27,Malam,Hangat,Sedang,Sedang,Sedang
5679,2011-08-30,Fall,0,Aug,1,0,Tue,1,Clear,22.96,26.515,68.0,7.0015,6,7,13,Malam,Hangat,Sedang,Sedang,Sedang
5680,2011-08-30,Fall,0,Aug,2,0,Tue,1,Clear,22.14,25.759999999999998,73.0,7.0015,2,8,10,Malam,Hangat,Sedang,Sedang,Rendah
5681,2011-08-30,Fall,0,Aug,3,0,Tue,1,Clear,22.14,25.759999999999998,73.0,12.998000000000001,2,2,4,Malam,Hangat,Sedang,Sedang,Rendah
5682,2011-08-30,Fall,0,Aug,4,0,Tue,1,Clear,21.32,25.0,77.0,11.0014,0,6,6,Malam,Hangat,Tinggi,Sedang,Rendah
5683,2011-08-30,Fall,0,Aug,5,0,Tue,1,Clear,21.32,25.0,77.0,6.0032,1,27,28,Malam,Hangat,Tinggi,Sedang,Sedang
5684,2011-08-30,Fall,0,Aug,6,0,Tue,1,Clear,22.14,25.759999999999998,73.0,7.0015,4,115,119,Pagi,Hangat,Sedang,Sedang,Tinggi
5685,2011-08-30,Fall,0,Aug,7,0,Tue,1,Clear,22.96,26.515,68.0,8.9981,19,338,357,Pagi,Hangat,Sedang,Sedang,Tinggi
5686,2011-08-30,Fall,0,Aug,8,0,Tue,1,Clear,25.419999999999998,31.06,56.99999999999999,8.9981,34,459,493,Pagi,Hangat,Sedang,Sedang,Tinggi
5687,2011-08-30,Fall,0,Aug,9,0,Tue,1,Clear,27.060000000000002,31.06,50.0,15.001299999999999,38,180,218,Pagi,Hangat,Rendah,Kencang,Tinggi
5688,2011-08-30,Fall,0,Aug,10,0,Tue,1,Clear,28.7,31.819999999999997,39.0,15.001299999999999,28,109,137,Pagi,Hangat,Rendah,Kencang,Tinggi
5689,2011-08-30,Fall,0,Aug,11,0,Tue,1,Clear,29.52,32.574999999999996,37.0,12.998000000000001,60,115,175,Pagi,Hangat,Rendah,Sedang,Tinggi
5690,2011-08-30,Fall,0,Aug,12,0,Tue,1,Clear,29.52,32.574999999999996,37.0,0.0,65,172,237,Siang,Hangat,Rendah,Tenang,Tinggi
5691,2011-08-30,Fall,0,Aug,13,0,Tue,1,Clear,30.34,32.574999999999996,35.0,7.0015,59,170,229,Siang,Hangat,Rendah,Sedang,Tinggi
5692,2011-08-30,Fall,0,Aug,14,0,Tue,1,Clear,30.34,32.574999999999996,33.0,11.0014,58,151,209,Siang,Hangat,Rendah,Sedang,Tinggi
5693,2011-08-30,Fall,0,Aug,15,0,Tue,1,Clear,30.34,32.574999999999996,35.0,15.001299999999999,34,162,196,Siang,Hangat,Rendah,Kencang,Tinggi
5694,2011-08-30,Fall,0,Aug,16,0,Tue,1,Clear,30.34,32.574999999999996,37.0,11.0014,42,295,337,Siang,Hangat,Rendah,Sedang,Tinggi
5695,2011-08-30,Fall,0,Aug,17,0,Tue,1,Clear,29.52,32.574999999999996,42.0,12.998000000000001,62,549,611,Siang,Hangat,Rendah,Sedang,Tinggi
5696,2011-08-30,Fall,0,Aug,18,0,Tue,1,Clear,28.7,31.819999999999997,45.0,11.0014,60,516,576,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
5697,2011-08-30,Fall,0,Aug,19,0,Tue,1,Clear,27.060000000000002,31.06,50.0,6.0032,68,397,465,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
5698,2011-08-30,Fall,0,Aug,20,0,Tue,1,Clear,27.060000000000002,31.06,50.0,0.0,39,259,298,Sore/Malam,Hangat,Rendah,Tenang,Tinggi
5699,2011-08-30,Fall,0,Aug,21,0,Tue,1,Clear,26.240000000000002,30.305,65.0,6.0032,43,180,223,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5700,2011-08-30,Fall,0,Aug,22,0,Tue,1,Clear,25.419999999999998,30.305,61.0,0.0,22,121,143,Sore/Malam,Hangat,Sedang,Tenang,Tinggi
5701,2011-08-30,Fall,0,Aug,23,0,Tue,1,Clear,25.419999999999998,30.305,61.0,0.0,19,74,93,Sore/Malam,Hangat,Sedang,Tenang,Tinggi
5702,2011-08-31,Fall,0,Aug,0,0,Wed,1,Clear,24.599999999999998,29.544999999999998,69.0,0.0,8,24,32,Malam,Hangat,Sedang,Tenang,Tinggi
5703,2011-08-31,Fall,0,Aug,1,0,Wed,1,Clear,24.599999999999998,29.544999999999998,69.0,0.0,2,13,15,Malam,Hangat,Sedang,Tenang,Sedang
5704,2011-08-31,Fall,0,Aug,2,0,Wed,1,Clear,22.96,26.515,73.0,0.0,1,5,6,Malam,Hangat,Sedang,Tenang,Rendah
5705,2011-08-31,Fall,0,Aug,3,0,Wed,1,Clear,22.96,26.515,78.0,0.0,2,4,6,Malam,Hangat,Tinggi,Tenang,Rendah
5706,2011-08-31,Fall,0,Aug,4,0,Wed,1,Clear,22.96,26.515,73.0,0.0,0,5,5,Malam,Hangat,Sedang,Tenang,Rendah
5707,2011-08-31,Fall,0,Aug,5,0,Wed,1,Clear,22.14,25.759999999999998,83.0,6.0032,2,25,27,Malam,Hangat,Tinggi,Sedang,Sedang
5708,2011-08-31,Fall,0,Aug,6,0,Wed,1,Clear,22.14,25.759999999999998,77.0,0.0,4,107,111,Pagi,Hangat,Tinggi,Tenang,Tinggi
5709,2011-08-31,Fall,0,Aug,7,0,Wed,1,Clear,24.599999999999998,28.79,78.0,0.0,12,316,328,Pagi,Hangat,Tinggi,Tenang,Tinggi
5710,2011-08-31,Fall,0,Aug,8,0,Wed,1,Clear,25.419999999999998,30.305,69.0,0.0,27,440,467,Pagi,Hangat,Sedang,Tenang,Tinggi
5711,2011-08-31,Fall,0,Aug,9,0,Wed,1,Clear,26.240000000000002,30.305,69.0,6.0032,27,217,244,Pagi,Hangat,Sedang,Sedang,Tinggi
5712,2011-08-31,Fall,0,Aug,10,0,Wed,1,Clear,28.7,31.819999999999997,45.0,7.0015,33,105,138,Pagi,Hangat,Rendah,Sedang,Tinggi
5713,2011-08-31,Fall,0,Aug,11,0,Wed,1,Clear,29.52,32.574999999999996,42.0,8.9981,28,143,171,Pagi,Hangat,Rendah,Sedang,Tinggi
5714,2011-08-31,Fall,0,Aug,12,0,Wed,1,Clear,30.34,33.335,43.0,8.9981,68,192,260,Siang,Hangat,Rendah,Sedang,Tinggi
5715,2011-08-31,Fall,0,Aug,13,0,Wed,1,Clear,30.34,32.574999999999996,37.0,7.0015,39,182,221,Siang,Hangat,Rendah,Sedang,Tinggi
5716,2011-08-31,Fall,0,Aug,14,0,Wed,1,Clear,30.34,32.574999999999996,40.0,8.9981,48,148,196,Siang,Hangat,Rendah,Sedang,Tinggi
5717,2011-08-31,Fall,0,Aug,15,0,Wed,1,Clear,30.34,32.574999999999996,40.0,8.9981,34,138,172,Siang,Hangat,Rendah,Sedang,Tinggi
5718,2011-08-31,Fall,0,Aug,16,0,Wed,1,Clear,30.34,33.335,42.0,8.9981,46,263,309,Siang,Hangat,Rendah,Sedang,Tinggi
5719,2011-08-31,Fall,0,Aug,17,0,Wed,1,Clear,29.52,32.574999999999996,45.0,8.9981,83,525,608,Siang,Hangat,Rendah,Sedang,Tinggi
5720,2011-08-31,Fall,0,Aug,18,0,Wed,1,Clear,28.7,32.574999999999996,51.0,15.001299999999999,70,495,565,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
5721,2011-08-31,Fall,0,Aug,19,0,Wed,1,Clear,34.44,38.635000000000005,47.0,16.997899999999998,53,393,446,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
5722,2011-08-31,Fall,0,Aug,20,0,Wed,1,Clear,27.060000000000002,31.06,56.99999999999999,8.9981,30,259,289,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5723,2011-08-31,Fall,0,Aug,21,0,Wed,1,Clear,27.060000000000002,31.06,61.0,6.0032,27,174,201,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5724,2011-08-31,Fall,0,Aug,22,0,Wed,1,Clear,26.240000000000002,30.305,69.0,0.0,20,137,157,Sore/Malam,Hangat,Sedang,Tenang,Tinggi
5725,2011-08-31,Fall,0,Aug,23,0,Wed,1,Clear,24.599999999999998,28.79,78.0,7.0015,24,60,84,Sore/Malam,Hangat,Tinggi,Sedang,Tinggi
5726,2011-09-01,Fall,0,Sep,0,0,Thu,1,Clear,24.599999999999998,28.79,78.0,7.0015,18,33,51,Malam,Hangat,Tinggi,Sedang,Tinggi
5727,2011-09-01,Fall,0,Sep,1,0,Thu,1,Clear,24.599999999999998,29.544999999999998,73.0,6.0032,7,14,21,Malam,Hangat,Sedang,Sedang,Sedang
5728,2011-09-01,Fall,0,Sep,2,0,Thu,1,Clear,23.779999999999998,27.275,78.0,6.0032,14,11,25,Malam,Hangat,Tinggi,Sedang,Sedang
5729,2011-09-01,Fall,0,Sep,3,0,Thu,1,Clear,23.779999999999998,27.275,78.0,6.0032,7,7,14,Malam,Hangat,Tinggi,Sedang,Sedang
5730,2011-09-01,Fall,0,Sep,4,0,Thu,1,Clear,22.96,26.515,83.0,6.0032,0,7,7,Malam,Hangat,Tinggi,Sedang,Rendah
5731,2011-09-01,Fall,0,Sep,5,0,Thu,1,Clear,22.96,26.515,73.0,6.0032,1,22,23,Malam,Hangat,Sedang,Sedang,Sedang
5732,2011-09-01,Fall,0,Sep,6,0,Thu,1,Clear,24.599999999999998,28.79,78.0,0.0,2,103,105,Pagi,Hangat,Tinggi,Tenang,Tinggi
5733,2011-09-01,Fall,0,Sep,7,0,Thu,1,Clear,24.599999999999998,28.79,78.0,0.0,7,335,342,Pagi,Hangat,Tinggi,Tenang,Tinggi
5734,2011-09-01,Fall,0,Sep,8,0,Thu,1,Clear,25.419999999999998,29.544999999999998,73.0,8.9981,31,467,498,Pagi,Hangat,Sedang,Sedang,Tinggi
5735,2011-09-01,Fall,0,Sep,9,0,Thu,1,Clear,26.240000000000002,30.305,69.0,7.0015,29,178,207,Pagi,Hangat,Sedang,Sedang,Tinggi
5736,2011-09-01,Fall,0,Sep,10,0,Thu,1,Clear,27.880000000000003,31.819999999999997,61.0,8.9981,46,92,138,Pagi,Hangat,Sedang,Sedang,Tinggi
5737,2011-09-01,Fall,0,Sep,11,0,Thu,1,Clear,29.52,33.335,51.0,8.9981,51,141,192,Pagi,Hangat,Sedang,Sedang,Tinggi
5738,2011-09-01,Fall,0,Sep,12,0,Thu,1,Mist,29.52,33.335,51.0,8.9981,64,165,229,Siang,Hangat,Sedang,Sedang,Tinggi
5739,2011-09-01,Fall,0,Sep,13,0,Thu,1,Mist,29.52,33.335,48.0,6.0032,50,169,219,Siang,Hangat,Rendah,Sedang,Tinggi
5740,2011-09-01,Fall,0,Sep,14,0,Thu,1,Light Rain/Snow,29.52,33.335,54.0,16.997899999999998,54,144,198,Siang,Hangat,Sedang,Kencang,Tinggi
5741,2011-09-01,Fall,0,Sep,15,0,Thu,1,Clear,29.52,33.335,51.0,8.9981,39,135,174,Siang,Hangat,Sedang,Sedang,Tinggi
5742,2011-09-01,Fall,0,Sep,16,0,Thu,1,Clear,30.34,33.335,51.0,12.998000000000001,55,253,308,Siang,Hangat,Sedang,Sedang,Tinggi
5743,2011-09-01,Fall,0,Sep,17,0,Thu,1,Clear,29.52,33.335,54.0,16.997899999999998,61,567,628,Siang,Hangat,Sedang,Kencang,Tinggi
5744,2011-09-01,Fall,0,Sep,18,0,Thu,1,Clear,29.52,33.335,54.0,15.001299999999999,69,462,531,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
5745,2011-09-01,Fall,0,Sep,19,0,Thu,1,Clear,28.7,32.574999999999996,57.99999999999999,11.0014,79,364,443,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5746,2011-09-01,Fall,0,Sep,20,0,Thu,1,Clear,27.060000000000002,31.06,61.0,15.001299999999999,33,247,280,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
5747,2011-09-01,Fall,0,Sep,21,0,Thu,1,Mist,27.060000000000002,31.06,56.99999999999999,12.998000000000001,17,160,177,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5748,2011-09-01,Fall,0,Sep,22,0,Thu,1,Mist,27.060000000000002,31.06,56.99999999999999,15.001299999999999,34,145,179,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
5749,2011-09-01,Fall,0,Sep,23,0,Thu,1,Clear,26.240000000000002,30.305,65.0,16.997899999999998,15,111,126,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
5750,2011-09-02,Fall,0,Sep,0,0,Fri,1,Clear,26.240000000000002,30.305,65.0,12.998000000000001,6,58,64,Malam,Hangat,Sedang,Sedang,Tinggi
5751,2011-09-02,Fall,0,Sep,1,0,Fri,1,Light Rain/Snow,25.419999999999998,29.544999999999998,73.0,7.0015,4,28,32,Malam,Hangat,Sedang,Sedang,Tinggi
5752,2011-09-02,Fall,0,Sep,2,0,Fri,1,Light Rain/Snow,25.419999999999998,29.544999999999998,73.0,7.0015,9,11,20,Malam,Hangat,Sedang,Sedang,Sedang
5753,2011-09-02,Fall,0,Sep,3,0,Fri,1,Mist,24.599999999999998,28.03,83.0,11.0014,4,4,8,Malam,Hangat,Tinggi,Sedang,Rendah
5754,2011-09-02,Fall,0,Sep,4,0,Fri,1,Clear,24.599999999999998,28.03,83.0,6.0032,2,2,4,Malam,Hangat,Tinggi,Sedang,Rendah
5755,2011-09-02,Fall,0,Sep,5,0,Fri,1,Mist,24.599999999999998,28.03,83.0,8.9981,0,20,20,Malam,Hangat,Tinggi,Sedang,Sedang
5756,2011-09-02,Fall,0,Sep,6,0,Fri,1,Clear,24.599999999999998,28.03,83.0,8.9981,3,73,76,Pagi,Hangat,Tinggi,Sedang,Tinggi
5757,2011-09-02,Fall,0,Sep,7,0,Fri,1,Clear,24.599999999999998,28.03,83.0,7.0015,6,253,259,Pagi,Hangat,Tinggi,Sedang,Tinggi
5758,2011-09-02,Fall,0,Sep,8,0,Fri,1,Clear,25.419999999999998,29.544999999999998,78.0,12.998000000000001,22,434,456,Pagi,Hangat,Tinggi,Sedang,Tinggi
5759,2011-09-02,Fall,0,Sep,9,0,Fri,1,Mist,25.419999999999998,28.79,83.0,7.0015,30,190,220,Pagi,Hangat,Tinggi,Sedang,Tinggi
5760,2011-09-02,Fall,0,Sep,10,0,Fri,1,Mist,26.240000000000002,30.305,76.0,11.0014,34,106,140,Pagi,Hangat,Tinggi,Sedang,Tinggi
5761,2011-09-02,Fall,0,Sep,11,0,Fri,1,Mist,27.060000000000002,31.06,74.0,7.0015,51,141,192,Pagi,Hangat,Sedang,Sedang,Tinggi
5762,2011-09-02,Fall,0,Sep,12,0,Fri,1,Mist,27.060000000000002,31.06,69.0,15.001299999999999,82,178,260,Siang,Hangat,Sedang,Kencang,Tinggi
5763,2011-09-02,Fall,0,Sep,13,0,Fri,1,Mist,27.880000000000003,31.819999999999997,65.0,8.9981,72,207,279,Siang,Hangat,Sedang,Sedang,Tinggi
5764,2011-09-02,Fall,0,Sep,14,0,Fri,1,Mist,28.7,32.574999999999996,61.0,7.0015,75,208,283,Siang,Hangat,Sedang,Sedang,Tinggi
5765,2011-09-02,Fall,0,Sep,15,0,Fri,1,Mist,28.7,32.574999999999996,61.0,16.997899999999998,69,277,346,Siang,Hangat,Sedang,Kencang,Tinggi
5766,2011-09-02,Fall,0,Sep,16,0,Fri,1,Mist,28.7,32.574999999999996,61.0,8.9981,82,299,381,Siang,Hangat,Sedang,Sedang,Tinggi
5767,2011-09-02,Fall,0,Sep,17,0,Fri,1,Mist,27.880000000000003,31.819999999999997,65.0,11.0014,78,377,455,Siang,Hangat,Sedang,Sedang,Tinggi
5768,2011-09-02,Fall,0,Sep,18,0,Fri,1,Mist,27.880000000000003,31.819999999999997,65.0,12.998000000000001,50,305,355,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5769,2011-09-02,Fall,0,Sep,19,0,Fri,1,Clear,27.060000000000002,31.06,69.0,8.9981,67,220,287,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5770,2011-09-02,Fall,0,Sep,20,0,Fri,1,Clear,26.240000000000002,30.305,73.0,0.0,38,158,196,Sore/Malam,Hangat,Sedang,Tenang,Tinggi
5771,2011-09-02,Fall,0,Sep,21,0,Fri,1,Mist,26.240000000000002,30.305,73.0,6.0032,28,121,149,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5772,2011-09-02,Fall,0,Sep,22,0,Fri,1,Mist,26.240000000000002,30.305,73.0,11.0014,33,114,147,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5773,2011-09-02,Fall,0,Sep,23,0,Fri,1,Mist,26.240000000000002,30.305,73.0,11.0014,30,68,98,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5774,2011-09-03,Fall,0,Sep,0,0,Sat,0,Mist,26.240000000000002,30.305,73.0,7.0015,22,65,87,Malam,Hangat,Sedang,Sedang,Tinggi
5775,2011-09-03,Fall,0,Sep,1,0,Sat,0,Mist,26.240000000000002,30.305,69.0,16.997899999999998,17,57,74,Malam,Hangat,Sedang,Kencang,Tinggi
5776,2011-09-03,Fall,0,Sep,2,0,Sat,0,Mist,26.240000000000002,30.305,69.0,15.001299999999999,15,26,41,Malam,Hangat,Sedang,Kencang,Tinggi
5777,2011-09-03,Fall,0,Sep,3,0,Sat,0,Clear,25.419999999999998,29.544999999999998,73.0,11.0014,17,18,35,Malam,Hangat,Sedang,Sedang,Tinggi
5778,2011-09-03,Fall,0,Sep,4,0,Sat,0,Clear,25.419999999999998,29.544999999999998,73.0,11.0014,3,4,7,Malam,Hangat,Sedang,Sedang,Rendah
5779,2011-09-03,Fall,0,Sep,5,0,Sat,0,Clear,25.419999999999998,30.305,69.0,12.998000000000001,3,9,12,Malam,Hangat,Sedang,Sedang,Sedang
5780,2011-09-03,Fall,0,Sep,6,0,Sat,0,Clear,25.419999999999998,29.544999999999998,73.0,11.0014,4,19,23,Pagi,Hangat,Sedang,Sedang,Sedang
5781,2011-09-03,Fall,0,Sep,7,0,Sat,0,Clear,25.419999999999998,29.544999999999998,73.0,12.998000000000001,5,33,38,Pagi,Hangat,Sedang,Sedang,Tinggi
5782,2011-09-03,Fall,0,Sep,8,0,Sat,0,Clear,26.240000000000002,30.305,69.0,11.0014,24,65,89,Pagi,Hangat,Sedang,Sedang,Tinggi
5783,2011-09-03,Fall,0,Sep,9,0,Sat,0,Mist,27.060000000000002,31.06,69.0,16.997899999999998,83,118,201,Pagi,Hangat,Sedang,Kencang,Tinggi
5784,2011-09-03,Fall,0,Sep,10,0,Sat,0,Light Rain/Snow,27.060000000000002,31.06,65.0,16.997899999999998,90,168,258,Pagi,Hangat,Sedang,Kencang,Tinggi
5785,2011-09-03,Fall,0,Sep,11,0,Sat,0,Light Rain/Snow,27.060000000000002,31.06,69.0,19.0012,66,128,194,Pagi,Hangat,Sedang,Kencang,Tinggi
5786,2011-09-03,Fall,0,Sep,12,0,Sat,0,Clear,28.7,32.574999999999996,61.0,15.001299999999999,97,160,257,Siang,Hangat,Sedang,Kencang,Tinggi
5787,2011-09-03,Fall,0,Sep,13,0,Sat,0,Clear,28.7,32.574999999999996,65.0,15.001299999999999,153,200,353,Siang,Hangat,Sedang,Kencang,Tinggi
5788,2011-09-03,Fall,0,Sep,14,0,Sat,0,Mist,29.52,34.089999999999996,66.0,11.0014,204,176,380,Siang,Hangat,Sedang,Sedang,Tinggi
5789,2011-09-03,Fall,0,Sep,15,0,Sat,0,Clear,29.52,34.089999999999996,70.0,11.0014,187,201,388,Siang,Hangat,Sedang,Sedang,Tinggi
5790,2011-09-03,Fall,0,Sep,16,0,Sat,0,Clear,29.52,34.089999999999996,70.0,12.998000000000001,186,188,374,Siang,Hangat,Sedang,Sedang,Tinggi
5791,2011-09-03,Fall,0,Sep,17,0,Sat,0,Clear,29.52,34.089999999999996,70.0,15.001299999999999,170,201,371,Siang,Hangat,Sedang,Kencang,Tinggi
5792,2011-09-03,Fall,0,Sep,18,0,Sat,0,Clear,29.52,34.089999999999996,70.0,11.0014,160,179,339,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5793,2011-09-03,Fall,0,Sep,19,0,Sat,0,Clear,28.7,33.335,74.0,8.9981,147,148,295,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5794,2011-09-03,Fall,0,Sep,20,0,Sat,0,Clear,28.7,33.335,79.0,11.0014,99,120,219,Sore/Malam,Hangat,Tinggi,Sedang,Tinggi
5795,2011-09-03,Fall,0,Sep,21,0,Sat,0,Clear,27.880000000000003,31.819999999999997,83.0,8.9981,71,93,164,Sore/Malam,Hangat,Tinggi,Sedang,Tinggi
5796,2011-09-03,Fall,0,Sep,22,0,Sat,0,Clear,27.880000000000003,31.819999999999997,83.0,7.0015,66,96,162,Sore/Malam,Hangat,Tinggi,Sedang,Tinggi
5797,2011-09-03,Fall,0,Sep,23,0,Sat,0,Clear,27.060000000000002,31.06,85.0,8.9981,46,77,123,Sore/Malam,Hangat,Tinggi,Sedang,Tinggi
5798,2011-09-04,Fall,0,Sep,0,0,Sun,0,Clear,27.060000000000002,29.544999999999998,89.0,12.998000000000001,33,76,109,Malam,Hangat,Tinggi,Sedang,Tinggi
5799,2011-09-04,Fall,0,Sep,1,0,Sun,0,Clear,27.060000000000002,30.305,83.0,8.9981,37,38,75,Malam,Hangat,Tinggi,Sedang,Tinggi
5800,2011-09-04,Fall,0,Sep,2,0,Sun,0,Clear,27.060000000000002,30.305,83.0,12.998000000000001,17,43,60,Malam,Hangat,Tinggi,Sedang,Tinggi
5801,2011-09-04,Fall,0,Sep,3,0,Sun,0,Clear,26.240000000000002,28.79,89.0,12.998000000000001,20,23,43,Malam,Hangat,Tinggi,Sedang,Tinggi
5802,2011-09-04,Fall,0,Sep,4,0,Sun,0,Clear,26.240000000000002,28.79,83.0,11.0014,0,4,4,Malam,Hangat,Tinggi,Sedang,Rendah
5803,2011-09-04,Fall,0,Sep,5,0,Sun,0,Clear,26.240000000000002,28.79,83.0,8.9981,1,5,6,Malam,Hangat,Tinggi,Sedang,Rendah
5804,2011-09-04,Fall,0,Sep,6,0,Sun,0,Clear,26.240000000000002,28.79,84.0,15.001299999999999,0,3,3,Pagi,Hangat,Tinggi,Kencang,Rendah
5805,2011-09-04,Fall,0,Sep,7,0,Sun,0,Clear,27.060000000000002,30.305,78.0,12.998000000000001,10,20,30,Pagi,Hangat,Tinggi,Sedang,Sedang
5806,2011-09-04,Fall,0,Sep,8,0,Sun,0,Clear,27.060000000000002,30.305,78.0,11.0014,21,49,70,Pagi,Hangat,Tinggi,Sedang,Tinggi
5807,2011-09-04,Fall,0,Sep,9,0,Sun,0,Clear,27.060000000000002,30.305,78.0,11.0014,87,102,189,Pagi,Hangat,Tinggi,Sedang,Tinggi
5808,2011-09-04,Fall,0,Sep,10,0,Sun,0,Clear,28.7,33.335,74.0,8.9981,150,147,297,Pagi,Hangat,Sedang,Sedang,Tinggi
5809,2011-09-04,Fall,0,Sep,11,0,Sun,0,Clear,30.34,34.849999999999994,70.0,11.0014,174,163,337,Pagi,Hangat,Sedang,Sedang,Tinggi
5810,2011-09-04,Fall,0,Sep,12,0,Sun,0,Clear,31.16,36.364999999999995,66.0,11.0014,214,221,435,Siang,Hangat,Sedang,Sedang,Tinggi
5811,2011-09-04,Fall,0,Sep,13,0,Sun,0,Mist,31.98,37.12,62.0,19.0012,245,174,419,Siang,Hangat,Sedang,Kencang,Tinggi
5812,2011-09-04,Fall,0,Sep,14,0,Sun,0,Clear,31.98,37.88,66.0,22.0028,205,156,361,Siang,Hangat,Sedang,Kencang,Tinggi
5813,2011-09-04,Fall,0,Sep,15,0,Sun,0,Clear,31.98,37.88,66.0,19.0012,218,192,410,Siang,Hangat,Sedang,Kencang,Tinggi
5814,2011-09-04,Fall,0,Sep,16,0,Sun,0,Clear,32.800000000000004,38.635000000000005,59.0,15.001299999999999,196,141,337,Siang,Hangat,Sedang,Kencang,Tinggi
5815,2011-09-04,Fall,0,Sep,17,0,Sun,0,Clear,31.16,36.364999999999995,66.0,15.001299999999999,204,172,376,Siang,Hangat,Sedang,Kencang,Tinggi
5816,2011-09-04,Fall,0,Sep,18,0,Sun,0,Clear,31.16,36.364999999999995,66.0,12.998000000000001,187,169,356,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
5817,2011-09-04,Fall,0,Sep,19,0,Sun,0,Clear,30.34,34.849999999999994,70.0,12.998000000000001,178,150,328,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
